example_id,lang_code,task,input,model_prompt,generation,raw_generation,message_sequence
617,ber,paraphrase,Yella wemcic sufella n tdabut?,"<|im_start|>system
I will give you some examples of paraphrasing, then I want you to paraphrase a new text in a similar style and same language.
Now, please paraphrase the following text. Return only the bare result; no explanations.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Ssneɣ Jim seg wasmi ay nella d imecṭuḥen.<|im_end|>
<|im_start|>assistant
Ssneɣ Jim seg wasmi ay lliɣ d amecṭuḥ.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Ad ffɣen azekka?<|im_end|>
<|im_start|>assistant
Ad ffɣent azekka?<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Atan Fadil.<|im_end|>
<|im_start|>assistant
Wa d Faḍil.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Tamrint-a ur tetteddu.<|im_end|>
<|im_start|>assistant
Texṣer temrint-a.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Anwa ay d-mazal yettaddam akud akken ad yaru tabṛat taɣezfant i umeddakel?<|im_end|>
<|im_start|>assistant
Anwa i d-mazal yettaddam akud akken ad yekteb tabṛat ɣezzifen i umeddakel-is?<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Yella wemcic sufella n tdabut?<|im_end|>
<|im_start|>assistant
<think>

</think>

",Yella wemcic ɣef tdabut?,Yella wemcic ɣef tdabut?,"[{'role': 'system', 'content': 'I will give you some examples of paraphrasing, then I want you to paraphrase a new text in a similar style and same language.\nNow, please paraphrase the following text. Return only the bare result; no explanations.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Ssneɣ Jim seg wasmi ay nella d imecṭuḥen.'}, {'role': 'assistant', 'content': 'Ssneɣ Jim seg wasmi ay lliɣ d amecṭuḥ.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Ad ffɣen azekka?'}, {'role': 'assistant', 'content': 'Ad ffɣent azekka?'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Atan Fadil.'}, {'role': 'assistant', 'content': 'Wa d Faḍil.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Tamrint-a ur tetteddu.'}, {'role': 'assistant', 'content': 'Texṣer temrint-a.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Anwa ay d-mazal yettaddam akud akken ad yaru tabṛat taɣezfant i umeddakel?'}, {'role': 'assistant', 'content': 'Anwa i d-mazal yettaddam akud akken ad yekteb tabṛat ɣezzifen i umeddakel-is?'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Yella wemcic sufella n tdabut?'}]"
618,kab,paraphrase,Acu yuɣen akk imdanen-a?,"<|im_start|>system
I will give you some examples of paraphrasing, then I want you to paraphrase a new text in a similar style and same language.
Now, please paraphrase the following text. Return only the bare result; no explanations.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Ssneɣ Jim seg wasmi ay nella d imecṭuḥen.<|im_end|>
<|im_start|>assistant
Ssneɣ Jim seg wasmi ay lliɣ d amecṭuḥ.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Ad ffɣen azekka?<|im_end|>
<|im_start|>assistant
Ad ffɣent azekka?<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Atan Fadil.<|im_end|>
<|im_start|>assistant
Wa d Faḍil.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Tamrint-a ur tetteddu.<|im_end|>
<|im_start|>assistant
Texṣer temrint-a.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Anwa ay d-mazal yettaddam akud akken ad yaru tabṛat taɣezfant i umeddakel?<|im_end|>
<|im_start|>assistant
Anwa i d-mazal yettaddam akud akken ad yekteb tabṛat ɣezzifen i umeddakel-is?<|im_end|>
<|im_start|>user
language: Kabyle (kab)
text: Acu yuɣen akk imdanen-a?<|im_end|>
<|im_start|>assistant
<think>

</think>

",D acu i d-yuɣen imdanen-agi?,D acu i d-yuɣen imdanen-agi?,"[{'role': 'system', 'content': 'I will give you some examples of paraphrasing, then I want you to paraphrase a new text in a similar style and same language.\nNow, please paraphrase the following text. Return only the bare result; no explanations.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Ssneɣ Jim seg wasmi ay nella d imecṭuḥen.'}, {'role': 'assistant', 'content': 'Ssneɣ Jim seg wasmi ay lliɣ d amecṭuḥ.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Ad ffɣen azekka?'}, {'role': 'assistant', 'content': 'Ad ffɣent azekka?'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Atan Fadil.'}, {'role': 'assistant', 'content': 'Wa d Faḍil.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Tamrint-a ur tetteddu.'}, {'role': 'assistant', 'content': 'Texṣer temrint-a.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Anwa ay d-mazal yettaddam akud akken ad yaru tabṛat taɣezfant i umeddakel?'}, {'role': 'assistant', 'content': 'Anwa i d-mazal yettaddam akud akken ad yekteb tabṛat ɣezzifen i umeddakel-is?'}, {'role': 'user', 'content': 'language: Kabyle (kab)\ntext: Acu yuɣen akk imdanen-a?'}]"
619,ber,paraphrase,"Zemreɣ ad ssiwleɣ ama d tafṛensist, ama d taspenyulit.","<|im_start|>system
I will give you some examples of paraphrasing, then I want you to paraphrase a new text in a similar style and same language.
Now, please paraphrase the following text. Return only the bare result; no explanations.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Ssneɣ Jim seg wasmi ay nella d imecṭuḥen.<|im_end|>
<|im_start|>assistant
Ssneɣ Jim seg wasmi ay lliɣ d amecṭuḥ.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Ad ffɣen azekka?<|im_end|>
<|im_start|>assistant
Ad ffɣent azekka?<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Atan Fadil.<|im_end|>
<|im_start|>assistant
Wa d Faḍil.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Tamrint-a ur tetteddu.<|im_end|>
<|im_start|>assistant
Texṣer temrint-a.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Anwa ay d-mazal yettaddam akud akken ad yaru tabṛat taɣezfant i umeddakel?<|im_end|>
<|im_start|>assistant
Anwa i d-mazal yettaddam akud akken ad yekteb tabṛat ɣezzifen i umeddakel-is?<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Zemreɣ ad ssiwleɣ ama d tafṛensist, ama d taspenyulit.<|im_end|>
<|im_start|>assistant
<think>

</think>

","Zemreɣ ad ssiwleɣ ama d tafṛensist, ama d taspenyulit.","Zemreɣ ad ssiwleɣ ama d tafṛensist, ama d taspenyulit.","[{'role': 'system', 'content': 'I will give you some examples of paraphrasing, then I want you to paraphrase a new text in a similar style and same language.\nNow, please paraphrase the following text. Return only the bare result; no explanations.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Ssneɣ Jim seg wasmi ay nella d imecṭuḥen.'}, {'role': 'assistant', 'content': 'Ssneɣ Jim seg wasmi ay lliɣ d amecṭuḥ.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Ad ffɣen azekka?'}, {'role': 'assistant', 'content': 'Ad ffɣent azekka?'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Atan Fadil.'}, {'role': 'assistant', 'content': 'Wa d Faḍil.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Tamrint-a ur tetteddu.'}, {'role': 'assistant', 'content': 'Texṣer temrint-a.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Anwa ay d-mazal yettaddam akud akken ad yaru tabṛat taɣezfant i umeddakel?'}, {'role': 'assistant', 'content': 'Anwa i d-mazal yettaddam akud akken ad yekteb tabṛat ɣezzifen i umeddakel-is?'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Zemreɣ ad ssiwleɣ ama d tafṛensist, ama d taspenyulit.'}]"
620,kab,paraphrase,Usiɣ-d iman-i ar da.,"<|im_start|>system
I will give you some examples of paraphrasing, then I want you to paraphrase a new text in a similar style and same language.
Now, please paraphrase the following text. Return only the bare result; no explanations.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Ssneɣ Jim seg wasmi ay nella d imecṭuḥen.<|im_end|>
<|im_start|>assistant
Ssneɣ Jim seg wasmi ay lliɣ d amecṭuḥ.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Ad ffɣen azekka?<|im_end|>
<|im_start|>assistant
Ad ffɣent azekka?<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Atan Fadil.<|im_end|>
<|im_start|>assistant
Wa d Faḍil.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Tamrint-a ur tetteddu.<|im_end|>
<|im_start|>assistant
Texṣer temrint-a.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Anwa ay d-mazal yettaddam akud akken ad yaru tabṛat taɣezfant i umeddakel?<|im_end|>
<|im_start|>assistant
Anwa i d-mazal yettaddam akud akken ad yekteb tabṛat ɣezzifen i umeddakel-is?<|im_end|>
<|im_start|>user
language: Kabyle (kab)
text: Usiɣ-d iman-i ar da.<|im_end|>
<|im_start|>assistant
<think>

</think>

",Usiɣ-d ɣer dagi.,Usiɣ-d ɣer dagi.,"[{'role': 'system', 'content': 'I will give you some examples of paraphrasing, then I want you to paraphrase a new text in a similar style and same language.\nNow, please paraphrase the following text. Return only the bare result; no explanations.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Ssneɣ Jim seg wasmi ay nella d imecṭuḥen.'}, {'role': 'assistant', 'content': 'Ssneɣ Jim seg wasmi ay lliɣ d amecṭuḥ.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Ad ffɣen azekka?'}, {'role': 'assistant', 'content': 'Ad ffɣent azekka?'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Atan Fadil.'}, {'role': 'assistant', 'content': 'Wa d Faḍil.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Tamrint-a ur tetteddu.'}, {'role': 'assistant', 'content': 'Texṣer temrint-a.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Anwa ay d-mazal yettaddam akud akken ad yaru tabṛat taɣezfant i umeddakel?'}, {'role': 'assistant', 'content': 'Anwa i d-mazal yettaddam akud akken ad yekteb tabṛat ɣezzifen i umeddakel-is?'}, {'role': 'user', 'content': 'language: Kabyle (kab)\ntext: Usiɣ-d iman-i ar da.'}]"
621,ber,paraphrase,Ɣef wacḥal ay d-tukiḍ taṣebḥit-a?,"<|im_start|>system
I will give you some examples of paraphrasing, then I want you to paraphrase a new text in a similar style and same language.
Now, please paraphrase the following text. Return only the bare result; no explanations.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Ssneɣ Jim seg wasmi ay nella d imecṭuḥen.<|im_end|>
<|im_start|>assistant
Ssneɣ Jim seg wasmi ay lliɣ d amecṭuḥ.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Ad ffɣen azekka?<|im_end|>
<|im_start|>assistant
Ad ffɣent azekka?<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Atan Fadil.<|im_end|>
<|im_start|>assistant
Wa d Faḍil.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Tamrint-a ur tetteddu.<|im_end|>
<|im_start|>assistant
Texṣer temrint-a.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Anwa ay d-mazal yettaddam akud akken ad yaru tabṛat taɣezfant i umeddakel?<|im_end|>
<|im_start|>assistant
Anwa i d-mazal yettaddam akud akken ad yekteb tabṛat ɣezzifen i umeddakel-is?<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Ɣef wacḥal ay d-tukiḍ taṣebḥit-a?<|im_end|>
<|im_start|>assistant
<think>

</think>

",Melmi i d-tukiḍ taṣebḥit-a?,Melmi i d-tukiḍ taṣebḥit-a?,"[{'role': 'system', 'content': 'I will give you some examples of paraphrasing, then I want you to paraphrase a new text in a similar style and same language.\nNow, please paraphrase the following text. Return only the bare result; no explanations.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Ssneɣ Jim seg wasmi ay nella d imecṭuḥen.'}, {'role': 'assistant', 'content': 'Ssneɣ Jim seg wasmi ay lliɣ d amecṭuḥ.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Ad ffɣen azekka?'}, {'role': 'assistant', 'content': 'Ad ffɣent azekka?'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Atan Fadil.'}, {'role': 'assistant', 'content': 'Wa d Faḍil.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Tamrint-a ur tetteddu.'}, {'role': 'assistant', 'content': 'Texṣer temrint-a.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Anwa ay d-mazal yettaddam akud akken ad yaru tabṛat taɣezfant i umeddakel?'}, {'role': 'assistant', 'content': 'Anwa i d-mazal yettaddam akud akken ad yekteb tabṛat ɣezzifen i umeddakel-is?'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Ɣef wacḥal ay d-tukiḍ taṣebḥit-a?'}]"
622,kab,paraphrase,Ur llin ara d tawaɣit.,"<|im_start|>system
I will give you some examples of paraphrasing, then I want you to paraphrase a new text in a similar style and same language.
Now, please paraphrase the following text. Return only the bare result; no explanations.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Ssneɣ Jim seg wasmi ay nella d imecṭuḥen.<|im_end|>
<|im_start|>assistant
Ssneɣ Jim seg wasmi ay lliɣ d amecṭuḥ.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Ad ffɣen azekka?<|im_end|>
<|im_start|>assistant
Ad ffɣent azekka?<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Atan Fadil.<|im_end|>
<|im_start|>assistant
Wa d Faḍil.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Tamrint-a ur tetteddu.<|im_end|>
<|im_start|>assistant
Texṣer temrint-a.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Anwa ay d-mazal yettaddam akud akken ad yaru tabṛat taɣezfant i umeddakel?<|im_end|>
<|im_start|>assistant
Anwa i d-mazal yettaddam akud akken ad yekteb tabṛat ɣezzifen i umeddakel-is?<|im_end|>
<|im_start|>user
language: Kabyle (kab)
text: Ur llin ara d tawaɣit.<|im_end|>
<|im_start|>assistant
<think>

</think>

",Ur llint ara d tawaɣit.,Ur llint ara d tawaɣit.,"[{'role': 'system', 'content': 'I will give you some examples of paraphrasing, then I want you to paraphrase a new text in a similar style and same language.\nNow, please paraphrase the following text. Return only the bare result; no explanations.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Ssneɣ Jim seg wasmi ay nella d imecṭuḥen.'}, {'role': 'assistant', 'content': 'Ssneɣ Jim seg wasmi ay lliɣ d amecṭuḥ.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Ad ffɣen azekka?'}, {'role': 'assistant', 'content': 'Ad ffɣent azekka?'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Atan Fadil.'}, {'role': 'assistant', 'content': 'Wa d Faḍil.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Tamrint-a ur tetteddu.'}, {'role': 'assistant', 'content': 'Texṣer temrint-a.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Anwa ay d-mazal yettaddam akud akken ad yaru tabṛat taɣezfant i umeddakel?'}, {'role': 'assistant', 'content': 'Anwa i d-mazal yettaddam akud akken ad yekteb tabṛat ɣezzifen i umeddakel-is?'}, {'role': 'user', 'content': 'language: Kabyle (kab)\ntext: Ur llin ara d tawaɣit.'}]"
623,ber,paraphrase,Ass-a ara d-awḍeɣ.,"<|im_start|>system
I will give you some examples of paraphrasing, then I want you to paraphrase a new text in a similar style and same language.
Now, please paraphrase the following text. Return only the bare result; no explanations.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Ssneɣ Jim seg wasmi ay nella d imecṭuḥen.<|im_end|>
<|im_start|>assistant
Ssneɣ Jim seg wasmi ay lliɣ d amecṭuḥ.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Ad ffɣen azekka?<|im_end|>
<|im_start|>assistant
Ad ffɣent azekka?<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Atan Fadil.<|im_end|>
<|im_start|>assistant
Wa d Faḍil.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Tamrint-a ur tetteddu.<|im_end|>
<|im_start|>assistant
Texṣer temrint-a.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Anwa ay d-mazal yettaddam akud akken ad yaru tabṛat taɣezfant i umeddakel?<|im_end|>
<|im_start|>assistant
Anwa i d-mazal yettaddam akud akken ad yekteb tabṛat ɣezzifen i umeddakel-is?<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Ass-a ara d-awḍeɣ.<|im_end|>
<|im_start|>assistant
<think>

</think>

",Ad d-awḍeɣ ass-a.,Ad d-awḍeɣ ass-a.,"[{'role': 'system', 'content': 'I will give you some examples of paraphrasing, then I want you to paraphrase a new text in a similar style and same language.\nNow, please paraphrase the following text. Return only the bare result; no explanations.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Ssneɣ Jim seg wasmi ay nella d imecṭuḥen.'}, {'role': 'assistant', 'content': 'Ssneɣ Jim seg wasmi ay lliɣ d amecṭuḥ.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Ad ffɣen azekka?'}, {'role': 'assistant', 'content': 'Ad ffɣent azekka?'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Atan Fadil.'}, {'role': 'assistant', 'content': 'Wa d Faḍil.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Tamrint-a ur tetteddu.'}, {'role': 'assistant', 'content': 'Texṣer temrint-a.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Anwa ay d-mazal yettaddam akud akken ad yaru tabṛat taɣezfant i umeddakel?'}, {'role': 'assistant', 'content': 'Anwa i d-mazal yettaddam akud akken ad yekteb tabṛat ɣezzifen i umeddakel-is?'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Ass-a ara d-awḍeɣ.'}]"
624,run,paraphrase,Ikibazo ciza.,"<|im_start|>system
I will give you some examples of paraphrasing, then I want you to paraphrase a new text in a similar style and same language.
Now, please paraphrase the following text. Return only the bare result; no explanations.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Ssneɣ Jim seg wasmi ay nella d imecṭuḥen.<|im_end|>
<|im_start|>assistant
Ssneɣ Jim seg wasmi ay lliɣ d amecṭuḥ.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Ad ffɣen azekka?<|im_end|>
<|im_start|>assistant
Ad ffɣent azekka?<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Atan Fadil.<|im_end|>
<|im_start|>assistant
Wa d Faḍil.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Tamrint-a ur tetteddu.<|im_end|>
<|im_start|>assistant
Texṣer temrint-a.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Anwa ay d-mazal yettaddam akud akken ad yaru tabṛat taɣezfant i umeddakel?<|im_end|>
<|im_start|>assistant
Anwa i d-mazal yettaddam akud akken ad yekteb tabṛat ɣezzifen i umeddakel-is?<|im_end|>
<|im_start|>user
language: Rundi (run)
text: Ikibazo ciza.<|im_end|>
<|im_start|>assistant
<think>

</think>

",Ibibazo vyiza.,Ibibazo vyiza.,"[{'role': 'system', 'content': 'I will give you some examples of paraphrasing, then I want you to paraphrase a new text in a similar style and same language.\nNow, please paraphrase the following text. Return only the bare result; no explanations.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Ssneɣ Jim seg wasmi ay nella d imecṭuḥen.'}, {'role': 'assistant', 'content': 'Ssneɣ Jim seg wasmi ay lliɣ d amecṭuḥ.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Ad ffɣen azekka?'}, {'role': 'assistant', 'content': 'Ad ffɣent azekka?'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Atan Fadil.'}, {'role': 'assistant', 'content': 'Wa d Faḍil.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Tamrint-a ur tetteddu.'}, {'role': 'assistant', 'content': 'Texṣer temrint-a.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Anwa ay d-mazal yettaddam akud akken ad yaru tabṛat taɣezfant i umeddakel?'}, {'role': 'assistant', 'content': 'Anwa i d-mazal yettaddam akud akken ad yekteb tabṛat ɣezzifen i umeddakel-is?'}, {'role': 'user', 'content': 'language: Rundi (run)\ntext: Ikibazo ciza.'}]"
625,ber,paraphrase,Ttwaxeyybeɣ cwiṭ.,"<|im_start|>system
I will give you some examples of paraphrasing, then I want you to paraphrase a new text in a similar style and same language.
Now, please paraphrase the following text. Return only the bare result; no explanations.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Ssneɣ Jim seg wasmi ay nella d imecṭuḥen.<|im_end|>
<|im_start|>assistant
Ssneɣ Jim seg wasmi ay lliɣ d amecṭuḥ.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Ad ffɣen azekka?<|im_end|>
<|im_start|>assistant
Ad ffɣent azekka?<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Atan Fadil.<|im_end|>
<|im_start|>assistant
Wa d Faḍil.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Tamrint-a ur tetteddu.<|im_end|>
<|im_start|>assistant
Texṣer temrint-a.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Anwa ay d-mazal yettaddam akud akken ad yaru tabṛat taɣezfant i umeddakel?<|im_end|>
<|im_start|>assistant
Anwa i d-mazal yettaddam akud akken ad yekteb tabṛat ɣezzifen i umeddakel-is?<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Ttwaxeyybeɣ cwiṭ.<|im_end|>
<|im_start|>assistant
<think>

</think>

",Ttwaxeyybeɣ cwiṭ.,Ttwaxeyybeɣ cwiṭ.,"[{'role': 'system', 'content': 'I will give you some examples of paraphrasing, then I want you to paraphrase a new text in a similar style and same language.\nNow, please paraphrase the following text. Return only the bare result; no explanations.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Ssneɣ Jim seg wasmi ay nella d imecṭuḥen.'}, {'role': 'assistant', 'content': 'Ssneɣ Jim seg wasmi ay lliɣ d amecṭuḥ.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Ad ffɣen azekka?'}, {'role': 'assistant', 'content': 'Ad ffɣent azekka?'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Atan Fadil.'}, {'role': 'assistant', 'content': 'Wa d Faḍil.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Tamrint-a ur tetteddu.'}, {'role': 'assistant', 'content': 'Texṣer temrint-a.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Anwa ay d-mazal yettaddam akud akken ad yaru tabṛat taɣezfant i umeddakel?'}, {'role': 'assistant', 'content': 'Anwa i d-mazal yettaddam akud akken ad yekteb tabṛat ɣezzifen i umeddakel-is?'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Ttwaxeyybeɣ cwiṭ.'}]"
626,ber,paraphrase,Yettwagdel ukeyyef deg tama-a.,"<|im_start|>system
I will give you some examples of paraphrasing, then I want you to paraphrase a new text in a similar style and same language.
Now, please paraphrase the following text. Return only the bare result; no explanations.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Ssneɣ Jim seg wasmi ay nella d imecṭuḥen.<|im_end|>
<|im_start|>assistant
Ssneɣ Jim seg wasmi ay lliɣ d amecṭuḥ.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Ad ffɣen azekka?<|im_end|>
<|im_start|>assistant
Ad ffɣent azekka?<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Atan Fadil.<|im_end|>
<|im_start|>assistant
Wa d Faḍil.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Tamrint-a ur tetteddu.<|im_end|>
<|im_start|>assistant
Texṣer temrint-a.<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Anwa ay d-mazal yettaddam akud akken ad yaru tabṛat taɣezfant i umeddakel?<|im_end|>
<|im_start|>assistant
Anwa i d-mazal yettaddam akud akken ad yekteb tabṛat ɣezzifen i umeddakel-is?<|im_end|>
<|im_start|>user
language: Berber (ber)
text: Yettwagdel ukeyyef deg tama-a.<|im_end|>
<|im_start|>assistant
<think>

</think>

",Yettwagdel ukeyyef deg tama-agi.,Yettwagdel ukeyyef deg tama-agi.,"[{'role': 'system', 'content': 'I will give you some examples of paraphrasing, then I want you to paraphrase a new text in a similar style and same language.\nNow, please paraphrase the following text. Return only the bare result; no explanations.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Ssneɣ Jim seg wasmi ay nella d imecṭuḥen.'}, {'role': 'assistant', 'content': 'Ssneɣ Jim seg wasmi ay lliɣ d amecṭuḥ.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Ad ffɣen azekka?'}, {'role': 'assistant', 'content': 'Ad ffɣent azekka?'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Atan Fadil.'}, {'role': 'assistant', 'content': 'Wa d Faḍil.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Tamrint-a ur tetteddu.'}, {'role': 'assistant', 'content': 'Texṣer temrint-a.'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Anwa ay d-mazal yettaddam akud akken ad yaru tabṛat taɣezfant i umeddakel?'}, {'role': 'assistant', 'content': 'Anwa i d-mazal yettaddam akud akken ad yekteb tabṛat ɣezzifen i umeddakel-is?'}, {'role': 'user', 'content': 'language: Berber (ber)\ntext: Yettwagdel ukeyyef deg tama-a.'}]"
