example_id,lang_code,task,input,model_prompt,generation,raw_generation,message_sequence
522,pcm,sentiment,"nigeria customs deny poison tin tomato dey market, say product na contraband","<|im_start|>system
I will give you examples of text with their sentiment classification label. Then I want you to classify a new text as positive, negative or neutral.
Now, classify the sentiment of the following text. The answer should be on of the provided list. Return only the bare result; no explanations.<|im_end|>
<|im_start|>user
defender of di universe  wear captain band for us for fess time dis night! ©️󠁧󠁢󠁥󠁮󠁧󠁿<|im_end|>
<|im_start|>assistant
positive<|im_end|>
<|im_start|>user
ahh c est bizare dè<|im_end|>
<|im_start|>assistant
neutral<|im_end|>
<|im_start|>user
c3siri for life<|im_end|>
<|im_start|>assistant
neutral<|im_end|>
<|im_start|>user
baba we don meet again sha. in this life, you no fit run from your destiny.<|im_end|>
<|im_start|>assistant
positive<|im_end|>
<|im_start|>user
c est tellement facile de perdre la confiance des enfants façon ni kofai outai exercice fochi dedi ima bilen<|im_end|>
<|im_start|>assistant
neutral<|im_end|>
<|im_start|>user
nigeria customs deny poison tin tomato dey market, say product na contraband<|im_end|>
<|im_start|>assistant
<think>

</think>

",negative,negative,"[{'role': 'system', 'content': 'I will give you examples of text with their sentiment classification label. Then I want you to classify a new text as positive, negative or neutral.\nNow, classify the sentiment of the following text. The answer should be on of the provided list. Return only the bare result; no explanations.'}, {'role': 'user', 'content': 'defender of di universe  wear captain band for us for fess time dis night! ©️\U000e0067\U000e0062\U000e0065\U000e006e\U000e0067\U000e007f'}, {'role': 'assistant', 'content': 'positive'}, {'role': 'user', 'content': 'ahh c est bizare dè'}, {'role': 'assistant', 'content': 'neutral'}, {'role': 'user', 'content': 'c3siri for life'}, {'role': 'assistant', 'content': 'neutral'}, {'role': 'user', 'content': 'baba we don meet again sha. in this life, you no fit run from your destiny.'}, {'role': 'assistant', 'content': 'positive'}, {'role': 'user', 'content': 'c est tellement facile de perdre la confiance des enfants façon ni kofai outai exercice fochi dedi ima bilen'}, {'role': 'assistant', 'content': 'neutral'}, {'role': 'user', 'content': 'nigeria customs deny poison tin tomato dey market, say product na contraband'}]"
523,bam,sentiment,wara gang gaspi kôrô hé kôrô hé,"<|im_start|>system
I will give you examples of text with their sentiment classification label. Then I want you to classify a new text as positive, negative or neutral.
Now, classify the sentiment of the following text. The answer should be on of the provided list. Return only the bare result; no explanations.<|im_end|>
<|im_start|>user
defender of di universe  wear captain band for us for fess time dis night! ©️󠁧󠁢󠁥󠁮󠁧󠁿<|im_end|>
<|im_start|>assistant
positive<|im_end|>
<|im_start|>user
ahh c est bizare dè<|im_end|>
<|im_start|>assistant
neutral<|im_end|>
<|im_start|>user
c3siri for life<|im_end|>
<|im_start|>assistant
neutral<|im_end|>
<|im_start|>user
baba we don meet again sha. in this life, you no fit run from your destiny.<|im_end|>
<|im_start|>assistant
positive<|im_end|>
<|im_start|>user
c est tellement facile de perdre la confiance des enfants façon ni kofai outai exercice fochi dedi ima bilen<|im_end|>
<|im_start|>assistant
neutral<|im_end|>
<|im_start|>user
wara gang gaspi kôrô hé kôrô hé<|im_end|>
<|im_start|>assistant
<think>

</think>

",negative,negative,"[{'role': 'system', 'content': 'I will give you examples of text with their sentiment classification label. Then I want you to classify a new text as positive, negative or neutral.\nNow, classify the sentiment of the following text. The answer should be on of the provided list. Return only the bare result; no explanations.'}, {'role': 'user', 'content': 'defender of di universe  wear captain band for us for fess time dis night! ©️\U000e0067\U000e0062\U000e0065\U000e006e\U000e0067\U000e007f'}, {'role': 'assistant', 'content': 'positive'}, {'role': 'user', 'content': 'ahh c est bizare dè'}, {'role': 'assistant', 'content': 'neutral'}, {'role': 'user', 'content': 'c3siri for life'}, {'role': 'assistant', 'content': 'neutral'}, {'role': 'user', 'content': 'baba we don meet again sha. in this life, you no fit run from your destiny.'}, {'role': 'assistant', 'content': 'positive'}, {'role': 'user', 'content': 'c est tellement facile de perdre la confiance des enfants façon ni kofai outai exercice fochi dedi ima bilen'}, {'role': 'assistant', 'content': 'neutral'}, {'role': 'user', 'content': 'wara gang gaspi kôrô hé kôrô hé'}]"
524,bam,sentiment,hannn skeyyyyyy sidibé o diyann djonaaaa,"<|im_start|>system
I will give you examples of text with their sentiment classification label. Then I want you to classify a new text as positive, negative or neutral.
Now, classify the sentiment of the following text. The answer should be on of the provided list. Return only the bare result; no explanations.<|im_end|>
<|im_start|>user
defender of di universe  wear captain band for us for fess time dis night! ©️󠁧󠁢󠁥󠁮󠁧󠁿<|im_end|>
<|im_start|>assistant
positive<|im_end|>
<|im_start|>user
ahh c est bizare dè<|im_end|>
<|im_start|>assistant
neutral<|im_end|>
<|im_start|>user
c3siri for life<|im_end|>
<|im_start|>assistant
neutral<|im_end|>
<|im_start|>user
baba we don meet again sha. in this life, you no fit run from your destiny.<|im_end|>
<|im_start|>assistant
positive<|im_end|>
<|im_start|>user
c est tellement facile de perdre la confiance des enfants façon ni kofai outai exercice fochi dedi ima bilen<|im_end|>
<|im_start|>assistant
neutral<|im_end|>
<|im_start|>user
hannn skeyyyyyy sidibé o diyann djonaaaa<|im_end|>
<|im_start|>assistant
<think>

</think>

",negative,negative,"[{'role': 'system', 'content': 'I will give you examples of text with their sentiment classification label. Then I want you to classify a new text as positive, negative or neutral.\nNow, classify the sentiment of the following text. The answer should be on of the provided list. Return only the bare result; no explanations.'}, {'role': 'user', 'content': 'defender of di universe  wear captain band for us for fess time dis night! ©️\U000e0067\U000e0062\U000e0065\U000e006e\U000e0067\U000e007f'}, {'role': 'assistant', 'content': 'positive'}, {'role': 'user', 'content': 'ahh c est bizare dè'}, {'role': 'assistant', 'content': 'neutral'}, {'role': 'user', 'content': 'c3siri for life'}, {'role': 'assistant', 'content': 'neutral'}, {'role': 'user', 'content': 'baba we don meet again sha. in this life, you no fit run from your destiny.'}, {'role': 'assistant', 'content': 'positive'}, {'role': 'user', 'content': 'c est tellement facile de perdre la confiance des enfants façon ni kofai outai exercice fochi dedi ima bilen'}, {'role': 'assistant', 'content': 'neutral'}, {'role': 'user', 'content': 'hannn skeyyyyyy sidibé o diyann djonaaaa'}]"
525,bam,sentiment,super tg boss kouma ka misin tg kodo,"<|im_start|>system
I will give you examples of text with their sentiment classification label. Then I want you to classify a new text as positive, negative or neutral.
Now, classify the sentiment of the following text. The answer should be on of the provided list. Return only the bare result; no explanations.<|im_end|>
<|im_start|>user
defender of di universe  wear captain band for us for fess time dis night! ©️󠁧󠁢󠁥󠁮󠁧󠁿<|im_end|>
<|im_start|>assistant
positive<|im_end|>
<|im_start|>user
ahh c est bizare dè<|im_end|>
<|im_start|>assistant
neutral<|im_end|>
<|im_start|>user
c3siri for life<|im_end|>
<|im_start|>assistant
neutral<|im_end|>
<|im_start|>user
baba we don meet again sha. in this life, you no fit run from your destiny.<|im_end|>
<|im_start|>assistant
positive<|im_end|>
<|im_start|>user
c est tellement facile de perdre la confiance des enfants façon ni kofai outai exercice fochi dedi ima bilen<|im_end|>
<|im_start|>assistant
neutral<|im_end|>
<|im_start|>user
super tg boss kouma ka misin tg kodo<|im_end|>
<|im_start|>assistant
<think>

</think>

",positive,positive,"[{'role': 'system', 'content': 'I will give you examples of text with their sentiment classification label. Then I want you to classify a new text as positive, negative or neutral.\nNow, classify the sentiment of the following text. The answer should be on of the provided list. Return only the bare result; no explanations.'}, {'role': 'user', 'content': 'defender of di universe  wear captain band for us for fess time dis night! ©️\U000e0067\U000e0062\U000e0065\U000e006e\U000e0067\U000e007f'}, {'role': 'assistant', 'content': 'positive'}, {'role': 'user', 'content': 'ahh c est bizare dè'}, {'role': 'assistant', 'content': 'neutral'}, {'role': 'user', 'content': 'c3siri for life'}, {'role': 'assistant', 'content': 'neutral'}, {'role': 'user', 'content': 'baba we don meet again sha. in this life, you no fit run from your destiny.'}, {'role': 'assistant', 'content': 'positive'}, {'role': 'user', 'content': 'c est tellement facile de perdre la confiance des enfants façon ni kofai outai exercice fochi dedi ima bilen'}, {'role': 'assistant', 'content': 'neutral'}, {'role': 'user', 'content': 'super tg boss kouma ka misin tg kodo'}]"
526,pcm,sentiment,"your head always dey dey dia, mark! double twale. you know as e dey go nah. you be our number 1 ontop dis street. no shakement at all. di voltage go carry weight anyhow","<|im_start|>system
I will give you examples of text with their sentiment classification label. Then I want you to classify a new text as positive, negative or neutral.
Now, classify the sentiment of the following text. The answer should be on of the provided list. Return only the bare result; no explanations.<|im_end|>
<|im_start|>user
defender of di universe  wear captain band for us for fess time dis night! ©️󠁧󠁢󠁥󠁮󠁧󠁿<|im_end|>
<|im_start|>assistant
positive<|im_end|>
<|im_start|>user
ahh c est bizare dè<|im_end|>
<|im_start|>assistant
neutral<|im_end|>
<|im_start|>user
c3siri for life<|im_end|>
<|im_start|>assistant
neutral<|im_end|>
<|im_start|>user
baba we don meet again sha. in this life, you no fit run from your destiny.<|im_end|>
<|im_start|>assistant
positive<|im_end|>
<|im_start|>user
c est tellement facile de perdre la confiance des enfants façon ni kofai outai exercice fochi dedi ima bilen<|im_end|>
<|im_start|>assistant
neutral<|im_end|>
<|im_start|>user
your head always dey dey dia, mark! double twale. you know as e dey go nah. you be our number 1 ontop dis street. no shakement at all. di voltage go carry weight anyhow<|im_end|>
<|im_start|>assistant
<think>

</think>

",positive,positive,"[{'role': 'system', 'content': 'I will give you examples of text with their sentiment classification label. Then I want you to classify a new text as positive, negative or neutral.\nNow, classify the sentiment of the following text. The answer should be on of the provided list. Return only the bare result; no explanations.'}, {'role': 'user', 'content': 'defender of di universe  wear captain band for us for fess time dis night! ©️\U000e0067\U000e0062\U000e0065\U000e006e\U000e0067\U000e007f'}, {'role': 'assistant', 'content': 'positive'}, {'role': 'user', 'content': 'ahh c est bizare dè'}, {'role': 'assistant', 'content': 'neutral'}, {'role': 'user', 'content': 'c3siri for life'}, {'role': 'assistant', 'content': 'neutral'}, {'role': 'user', 'content': 'baba we don meet again sha. in this life, you no fit run from your destiny.'}, {'role': 'assistant', 'content': 'positive'}, {'role': 'user', 'content': 'c est tellement facile de perdre la confiance des enfants façon ni kofai outai exercice fochi dedi ima bilen'}, {'role': 'assistant', 'content': 'neutral'}, {'role': 'user', 'content': 'your head always dey dey dia, mark! double twale. you know as e dey go nah. you be our number 1 ontop dis street. no shakement at all. di voltage go carry weight anyhow'}]"
527,yor,sentiment,"Eré ti ẹnikẹ́ni le lé rò sìí Mo ní àyè láti wo eré yii ní àjọ̀dún erè Oakland àti pé ó kọjá èrò mi. ó dánilárayá púpọ̀ tí mi ó lè gbé ojú mi ​kúrò làra ẹ̀rọ àwòrán náà. Eré àrín tàkìtì ni. ìbásepọ̀ arábìnrin Gíwá jẹ́ nkan ti o jẹ́ mímọ̀ àti pé alọ sí ìrìn-àjó pẹ̀lú wọn bí wọ́n ṣe padà sí ẹsẹ̀ wọn. Orin inú eré yii dára gaan lọ́pọ̀lọpọ̀. Erẹ́ naa jẹ́ ètó fún ìdílé ati ojúlùmọ̀, ó sì wù mí pé èmi ati ẹbí mi ló Jọ wòó papọ̀.","<|im_start|>system
I will give you examples of text with their sentiment classification label. Then I want you to classify a new text as positive, negative or neutral.
Now, classify the sentiment of the following text. The answer should be on of the provided list. Return only the bare result; no explanations.<|im_end|>
<|im_start|>user
defender of di universe  wear captain band for us for fess time dis night! ©️󠁧󠁢󠁥󠁮󠁧󠁿<|im_end|>
<|im_start|>assistant
positive<|im_end|>
<|im_start|>user
ahh c est bizare dè<|im_end|>
<|im_start|>assistant
neutral<|im_end|>
<|im_start|>user
c3siri for life<|im_end|>
<|im_start|>assistant
neutral<|im_end|>
<|im_start|>user
baba we don meet again sha. in this life, you no fit run from your destiny.<|im_end|>
<|im_start|>assistant
positive<|im_end|>
<|im_start|>user
c est tellement facile de perdre la confiance des enfants façon ni kofai outai exercice fochi dedi ima bilen<|im_end|>
<|im_start|>assistant
neutral<|im_end|>
<|im_start|>user
Eré ti ẹnikẹ́ni le lé rò sìí Mo ní àyè láti wo eré yii ní àjọ̀dún erè Oakland àti pé ó kọjá èrò mi. ó dánilárayá púpọ̀ tí mi ó lè gbé ojú mi ​kúrò làra ẹ̀rọ àwòrán náà. Eré àrín tàkìtì ni. ìbásepọ̀ arábìnrin Gíwá jẹ́ nkan ti o jẹ́ mímọ̀ àti pé alọ sí ìrìn-àjó pẹ̀lú wọn bí wọ́n ṣe padà sí ẹsẹ̀ wọn. Orin inú eré yii dára gaan lọ́pọ̀lọpọ̀. Erẹ́ naa jẹ́ ètó fún ìdílé ati ojúlùmọ̀, ó sì wù mí pé èmi ati ẹbí mi ló Jọ wòó papọ̀.<|im_end|>
<|im_start|>assistant
<think>

</think>

",positive,positive,"[{'role': 'system', 'content': 'I will give you examples of text with their sentiment classification label. Then I want you to classify a new text as positive, negative or neutral.\nNow, classify the sentiment of the following text. The answer should be on of the provided list. Return only the bare result; no explanations.'}, {'role': 'user', 'content': 'defender of di universe  wear captain band for us for fess time dis night! ©️\U000e0067\U000e0062\U000e0065\U000e006e\U000e0067\U000e007f'}, {'role': 'assistant', 'content': 'positive'}, {'role': 'user', 'content': 'ahh c est bizare dè'}, {'role': 'assistant', 'content': 'neutral'}, {'role': 'user', 'content': 'c3siri for life'}, {'role': 'assistant', 'content': 'neutral'}, {'role': 'user', 'content': 'baba we don meet again sha. in this life, you no fit run from your destiny.'}, {'role': 'assistant', 'content': 'positive'}, {'role': 'user', 'content': 'c est tellement facile de perdre la confiance des enfants façon ni kofai outai exercice fochi dedi ima bilen'}, {'role': 'assistant', 'content': 'neutral'}, {'role': 'user', 'content': 'Eré ti ẹnikẹ́ni le lé rò sìí Mo ní àyè láti wo eré yii ní àjọ̀dún erè Oakland àti pé ó kọjá èrò mi. ó dánilárayá púpọ̀ tí mi ó lè gbé ojú mi \u200bkúrò làra ẹ̀rọ àwòrán náà. Eré àrín tàkìtì ni. ìbásepọ̀ arábìnrin Gíwá jẹ́ nkan ti o jẹ́ mímọ̀ àti pé alọ sí ìrìn-àjó pẹ̀lú wọn bí wọ́n ṣe padà sí ẹsẹ̀ wọn. Orin inú eré yii dára gaan lọ́pọ̀lọpọ̀. Erẹ́ naa jẹ́ ètó fún ìdílé ati ojúlùmọ̀, ó sì wù mí pé èmi ati ẹbí mi ló Jọ wòó papọ̀.'}]"
528,bam,sentiment,all star memo akanajdo,"<|im_start|>system
I will give you examples of text with their sentiment classification label. Then I want you to classify a new text as positive, negative or neutral.
Now, classify the sentiment of the following text. The answer should be on of the provided list. Return only the bare result; no explanations.<|im_end|>
<|im_start|>user
defender of di universe  wear captain band for us for fess time dis night! ©️󠁧󠁢󠁥󠁮󠁧󠁿<|im_end|>
<|im_start|>assistant
positive<|im_end|>
<|im_start|>user
ahh c est bizare dè<|im_end|>
<|im_start|>assistant
neutral<|im_end|>
<|im_start|>user
c3siri for life<|im_end|>
<|im_start|>assistant
neutral<|im_end|>
<|im_start|>user
baba we don meet again sha. in this life, you no fit run from your destiny.<|im_end|>
<|im_start|>assistant
positive<|im_end|>
<|im_start|>user
c est tellement facile de perdre la confiance des enfants façon ni kofai outai exercice fochi dedi ima bilen<|im_end|>
<|im_start|>assistant
neutral<|im_end|>
<|im_start|>user
all star memo akanajdo<|im_end|>
<|im_start|>assistant
<think>

</think>

",neutral,neutral,"[{'role': 'system', 'content': 'I will give you examples of text with their sentiment classification label. Then I want you to classify a new text as positive, negative or neutral.\nNow, classify the sentiment of the following text. The answer should be on of the provided list. Return only the bare result; no explanations.'}, {'role': 'user', 'content': 'defender of di universe  wear captain band for us for fess time dis night! ©️\U000e0067\U000e0062\U000e0065\U000e006e\U000e0067\U000e007f'}, {'role': 'assistant', 'content': 'positive'}, {'role': 'user', 'content': 'ahh c est bizare dè'}, {'role': 'assistant', 'content': 'neutral'}, {'role': 'user', 'content': 'c3siri for life'}, {'role': 'assistant', 'content': 'neutral'}, {'role': 'user', 'content': 'baba we don meet again sha. in this life, you no fit run from your destiny.'}, {'role': 'assistant', 'content': 'positive'}, {'role': 'user', 'content': 'c est tellement facile de perdre la confiance des enfants façon ni kofai outai exercice fochi dedi ima bilen'}, {'role': 'assistant', 'content': 'neutral'}, {'role': 'user', 'content': 'all star memo akanajdo'}]"
529,yor,sentiment,Òpò ìtàn tó wúlò lórí ifeniyan ṣòwò Ogbontarigi sinima àgbéléwò to pèsè àfihàn tó loorin lórí ifeniyan ṣòwò ni ni orílẹ̀ èdè Nigeria ni Oloture. Ìwòye àwòrán rẹ gbé ẹ sí ipò obìnrin tí ó sagbako wàhálà ifeniyan ṣòwò,"<|im_start|>system
I will give you examples of text with their sentiment classification label. Then I want you to classify a new text as positive, negative or neutral.
Now, classify the sentiment of the following text. The answer should be on of the provided list. Return only the bare result; no explanations.<|im_end|>
<|im_start|>user
defender of di universe  wear captain band for us for fess time dis night! ©️󠁧󠁢󠁥󠁮󠁧󠁿<|im_end|>
<|im_start|>assistant
positive<|im_end|>
<|im_start|>user
ahh c est bizare dè<|im_end|>
<|im_start|>assistant
neutral<|im_end|>
<|im_start|>user
c3siri for life<|im_end|>
<|im_start|>assistant
neutral<|im_end|>
<|im_start|>user
baba we don meet again sha. in this life, you no fit run from your destiny.<|im_end|>
<|im_start|>assistant
positive<|im_end|>
<|im_start|>user
c est tellement facile de perdre la confiance des enfants façon ni kofai outai exercice fochi dedi ima bilen<|im_end|>
<|im_start|>assistant
neutral<|im_end|>
<|im_start|>user
Òpò ìtàn tó wúlò lórí ifeniyan ṣòwò Ogbontarigi sinima àgbéléwò to pèsè àfihàn tó loorin lórí ifeniyan ṣòwò ni ni orílẹ̀ èdè Nigeria ni Oloture. Ìwòye àwòrán rẹ gbé ẹ sí ipò obìnrin tí ó sagbako wàhálà ifeniyan ṣòwò<|im_end|>
<|im_start|>assistant
<think>

</think>

",positive,positive,"[{'role': 'system', 'content': 'I will give you examples of text with their sentiment classification label. Then I want you to classify a new text as positive, negative or neutral.\nNow, classify the sentiment of the following text. The answer should be on of the provided list. Return only the bare result; no explanations.'}, {'role': 'user', 'content': 'defender of di universe  wear captain band for us for fess time dis night! ©️\U000e0067\U000e0062\U000e0065\U000e006e\U000e0067\U000e007f'}, {'role': 'assistant', 'content': 'positive'}, {'role': 'user', 'content': 'ahh c est bizare dè'}, {'role': 'assistant', 'content': 'neutral'}, {'role': 'user', 'content': 'c3siri for life'}, {'role': 'assistant', 'content': 'neutral'}, {'role': 'user', 'content': 'baba we don meet again sha. in this life, you no fit run from your destiny.'}, {'role': 'assistant', 'content': 'positive'}, {'role': 'user', 'content': 'c est tellement facile de perdre la confiance des enfants façon ni kofai outai exercice fochi dedi ima bilen'}, {'role': 'assistant', 'content': 'neutral'}, {'role': 'user', 'content': 'Òpò ìtàn tó wúlò lórí ifeniyan ṣòwò Ogbontarigi sinima àgbéléwò to pèsè àfihàn tó loorin lórí ifeniyan ṣòwò ni ni orílẹ̀ èdè Nigeria ni Oloture. Ìwòye àwòrán rẹ gbé ẹ sí ipò obìnrin tí ó sagbako wàhálà ifeniyan ṣòwò'}]"
530,bam,sentiment,o tuma n b i fo kosɛbɛ abidjan ka di ne ye dɛ,"<|im_start|>system
I will give you examples of text with their sentiment classification label. Then I want you to classify a new text as positive, negative or neutral.
Now, classify the sentiment of the following text. The answer should be on of the provided list. Return only the bare result; no explanations.<|im_end|>
<|im_start|>user
defender of di universe  wear captain band for us for fess time dis night! ©️󠁧󠁢󠁥󠁮󠁧󠁿<|im_end|>
<|im_start|>assistant
positive<|im_end|>
<|im_start|>user
ahh c est bizare dè<|im_end|>
<|im_start|>assistant
neutral<|im_end|>
<|im_start|>user
c3siri for life<|im_end|>
<|im_start|>assistant
neutral<|im_end|>
<|im_start|>user
baba we don meet again sha. in this life, you no fit run from your destiny.<|im_end|>
<|im_start|>assistant
positive<|im_end|>
<|im_start|>user
c est tellement facile de perdre la confiance des enfants façon ni kofai outai exercice fochi dedi ima bilen<|im_end|>
<|im_start|>assistant
neutral<|im_end|>
<|im_start|>user
o tuma n b i fo kosɛbɛ abidjan ka di ne ye dɛ<|im_end|>
<|im_start|>assistant
<think>

</think>

",positive,positive,"[{'role': 'system', 'content': 'I will give you examples of text with their sentiment classification label. Then I want you to classify a new text as positive, negative or neutral.\nNow, classify the sentiment of the following text. The answer should be on of the provided list. Return only the bare result; no explanations.'}, {'role': 'user', 'content': 'defender of di universe  wear captain band for us for fess time dis night! ©️\U000e0067\U000e0062\U000e0065\U000e006e\U000e0067\U000e007f'}, {'role': 'assistant', 'content': 'positive'}, {'role': 'user', 'content': 'ahh c est bizare dè'}, {'role': 'assistant', 'content': 'neutral'}, {'role': 'user', 'content': 'c3siri for life'}, {'role': 'assistant', 'content': 'neutral'}, {'role': 'user', 'content': 'baba we don meet again sha. in this life, you no fit run from your destiny.'}, {'role': 'assistant', 'content': 'positive'}, {'role': 'user', 'content': 'c est tellement facile de perdre la confiance des enfants façon ni kofai outai exercice fochi dedi ima bilen'}, {'role': 'assistant', 'content': 'neutral'}, {'role': 'user', 'content': 'o tuma n b i fo kosɛbɛ abidjan ka di ne ye dɛ'}]"
531,yor,sentiment,"Ó túni lára ó sì tún dání lára yá, Fíìmù ‘TA A L’ọ̀gá?’ jẹ́ ìkan lára àwọn fíìmù tí Nọ́líwuùdù yóò fún yín tí yóò mú ayọ̀ bá ọkàn yín nítorí ó fi hàn láìsí àní-àní pé àwọn ènìyàn Nàìjíríà ní ọpọlọ àti ẹ̀bùn fíìmù ṣíṣe tí ó pọ̀ gan-an.","<|im_start|>system
I will give you examples of text with their sentiment classification label. Then I want you to classify a new text as positive, negative or neutral.
Now, classify the sentiment of the following text. The answer should be on of the provided list. Return only the bare result; no explanations.<|im_end|>
<|im_start|>user
defender of di universe  wear captain band for us for fess time dis night! ©️󠁧󠁢󠁥󠁮󠁧󠁿<|im_end|>
<|im_start|>assistant
positive<|im_end|>
<|im_start|>user
ahh c est bizare dè<|im_end|>
<|im_start|>assistant
neutral<|im_end|>
<|im_start|>user
c3siri for life<|im_end|>
<|im_start|>assistant
neutral<|im_end|>
<|im_start|>user
baba we don meet again sha. in this life, you no fit run from your destiny.<|im_end|>
<|im_start|>assistant
positive<|im_end|>
<|im_start|>user
c est tellement facile de perdre la confiance des enfants façon ni kofai outai exercice fochi dedi ima bilen<|im_end|>
<|im_start|>assistant
neutral<|im_end|>
<|im_start|>user
Ó túni lára ó sì tún dání lára yá, Fíìmù ‘TA A L’ọ̀gá?’ jẹ́ ìkan lára àwọn fíìmù tí Nọ́líwuùdù yóò fún yín tí yóò mú ayọ̀ bá ọkàn yín nítorí ó fi hàn láìsí àní-àní pé àwọn ènìyàn Nàìjíríà ní ọpọlọ àti ẹ̀bùn fíìmù ṣíṣe tí ó pọ̀ gan-an.<|im_end|>
<|im_start|>assistant
<think>

</think>

",positive,positive,"[{'role': 'system', 'content': 'I will give you examples of text with their sentiment classification label. Then I want you to classify a new text as positive, negative or neutral.\nNow, classify the sentiment of the following text. The answer should be on of the provided list. Return only the bare result; no explanations.'}, {'role': 'user', 'content': 'defender of di universe  wear captain band for us for fess time dis night! ©️\U000e0067\U000e0062\U000e0065\U000e006e\U000e0067\U000e007f'}, {'role': 'assistant', 'content': 'positive'}, {'role': 'user', 'content': 'ahh c est bizare dè'}, {'role': 'assistant', 'content': 'neutral'}, {'role': 'user', 'content': 'c3siri for life'}, {'role': 'assistant', 'content': 'neutral'}, {'role': 'user', 'content': 'baba we don meet again sha. in this life, you no fit run from your destiny.'}, {'role': 'assistant', 'content': 'positive'}, {'role': 'user', 'content': 'c est tellement facile de perdre la confiance des enfants façon ni kofai outai exercice fochi dedi ima bilen'}, {'role': 'assistant', 'content': 'neutral'}, {'role': 'user', 'content': 'Ó túni lára ó sì tún dání lára yá, Fíìmù ‘TA A L’ọ̀gá?’ jẹ́ ìkan lára àwọn fíìmù tí Nọ́líwuùdù yóò fún yín tí yóò mú ayọ̀ bá ọkàn yín nítorí ó fi hàn láìsí àní-àní pé àwọn ènìyàn Nàìjíríà ní ọpọlọ àti ẹ̀bùn fíìmù ṣíṣe tí ó pọ̀ gan-an.'}]"
532,bam,sentiment,bko kadir trop,"<|im_start|>system
I will give you examples of text with their sentiment classification label. Then I want you to classify a new text as positive, negative or neutral.
Now, classify the sentiment of the following text. The answer should be on of the provided list. Return only the bare result; no explanations.<|im_end|>
<|im_start|>user
defender of di universe  wear captain band for us for fess time dis night! ©️󠁧󠁢󠁥󠁮󠁧󠁿<|im_end|>
<|im_start|>assistant
positive<|im_end|>
<|im_start|>user
ahh c est bizare dè<|im_end|>
<|im_start|>assistant
neutral<|im_end|>
<|im_start|>user
c3siri for life<|im_end|>
<|im_start|>assistant
neutral<|im_end|>
<|im_start|>user
baba we don meet again sha. in this life, you no fit run from your destiny.<|im_end|>
<|im_start|>assistant
positive<|im_end|>
<|im_start|>user
c est tellement facile de perdre la confiance des enfants façon ni kofai outai exercice fochi dedi ima bilen<|im_end|>
<|im_start|>assistant
neutral<|im_end|>
<|im_start|>user
bko kadir trop<|im_end|>
<|im_start|>assistant
<think>

</think>

",negative,negative,"[{'role': 'system', 'content': 'I will give you examples of text with their sentiment classification label. Then I want you to classify a new text as positive, negative or neutral.\nNow, classify the sentiment of the following text. The answer should be on of the provided list. Return only the bare result; no explanations.'}, {'role': 'user', 'content': 'defender of di universe  wear captain band for us for fess time dis night! ©️\U000e0067\U000e0062\U000e0065\U000e006e\U000e0067\U000e007f'}, {'role': 'assistant', 'content': 'positive'}, {'role': 'user', 'content': 'ahh c est bizare dè'}, {'role': 'assistant', 'content': 'neutral'}, {'role': 'user', 'content': 'c3siri for life'}, {'role': 'assistant', 'content': 'neutral'}, {'role': 'user', 'content': 'baba we don meet again sha. in this life, you no fit run from your destiny.'}, {'role': 'assistant', 'content': 'positive'}, {'role': 'user', 'content': 'c est tellement facile de perdre la confiance des enfants façon ni kofai outai exercice fochi dedi ima bilen'}, {'role': 'assistant', 'content': 'neutral'}, {'role': 'user', 'content': 'bko kadir trop'}]"
