example_id,lang_code,task,input,model_prompt,generation,raw_generation,message_sequence
631,eng-sot,mt_eng2xx, &apos;s,"<|im_start|>system
You are a multilingual AI assistant that translates text from source language to target language. You are accurate, context-aware, and maintain proper grammar and natural fluency.
Now, please Now, translate the following text. Return only the bare result; no explanations.<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Swahili (swa)
text:  number<|im_end|>
<|im_start|>assistant
kuna<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Afrikaans (afr)
text:  contents<|im_end|>
<|im_start|>assistant
inhoud<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Southern Sotho (sot)
text:  team<|im_end|>
<|im_start|>assistant
sehlopha se<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Nyankore/Nyankole (nyn)
text: She was murdered mysteriously.<|im_end|>
<|im_start|>assistant
Akaitwa omu muringo ogutakwetegyerezibwa.<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Xhosa (xho)
text:  games<|im_end|>
<|im_start|>assistant
kwimidlalo<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Southern Sotho (sot)
text:  &apos;s<|im_end|>
<|im_start|>assistant
<think>

</think>

",sa,sa,"[{'role': 'system', 'content': 'You are a multilingual AI assistant that translates text from source language to target language. You are accurate, context-aware, and maintain proper grammar and natural fluency.\nNow, please Now, translate the following text. Return only the bare result; no explanations.'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Swahili (swa)\ntext:  number'}, {'role': 'assistant', 'content': 'kuna'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Afrikaans (afr)\ntext:  contents'}, {'role': 'assistant', 'content': 'inhoud'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Southern Sotho (sot)\ntext:  team'}, {'role': 'assistant', 'content': 'sehlopha se'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Nyankore/Nyankole (nyn)\ntext: She was murdered mysteriously.'}, {'role': 'assistant', 'content': 'Akaitwa omu muringo ogutakwetegyerezibwa.'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Xhosa (xho)\ntext:  games'}, {'role': 'assistant', 'content': 'kwimidlalo'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Southern Sotho (sot)\ntext:  &apos;s'}]"
632,eng-bem,mt_eng2xx, the,"<|im_start|>system
You are a multilingual AI assistant that translates text from source language to target language. You are accurate, context-aware, and maintain proper grammar and natural fluency.
Now, please Now, translate the following text. Return only the bare result; no explanations.<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Swahili (swa)
text:  number<|im_end|>
<|im_start|>assistant
kuna<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Afrikaans (afr)
text:  contents<|im_end|>
<|im_start|>assistant
inhoud<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Southern Sotho (sot)
text:  team<|im_end|>
<|im_start|>assistant
sehlopha se<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Nyankore/Nyankole (nyn)
text: She was murdered mysteriously.<|im_end|>
<|im_start|>assistant
Akaitwa omu muringo ogutakwetegyerezibwa.<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Xhosa (xho)
text:  games<|im_end|>
<|im_start|>assistant
kwimidlalo<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Bemba/Chibemba (bem)
text:  the<|im_end|>
<|im_start|>assistant
<think>

</think>

",iyo,iyo,"[{'role': 'system', 'content': 'You are a multilingual AI assistant that translates text from source language to target language. You are accurate, context-aware, and maintain proper grammar and natural fluency.\nNow, please Now, translate the following text. Return only the bare result; no explanations.'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Swahili (swa)\ntext:  number'}, {'role': 'assistant', 'content': 'kuna'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Afrikaans (afr)\ntext:  contents'}, {'role': 'assistant', 'content': 'inhoud'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Southern Sotho (sot)\ntext:  team'}, {'role': 'assistant', 'content': 'sehlopha se'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Nyankore/Nyankole (nyn)\ntext: She was murdered mysteriously.'}, {'role': 'assistant', 'content': 'Akaitwa omu muringo ogutakwetegyerezibwa.'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Xhosa (xho)\ntext:  games'}, {'role': 'assistant', 'content': 'kwimidlalo'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Bemba/Chibemba (bem)\ntext:  the'}]"
633,eng-xho,mt_eng2xx, That,"<|im_start|>system
You are a multilingual AI assistant that translates text from source language to target language. You are accurate, context-aware, and maintain proper grammar and natural fluency.
Now, please Now, translate the following text. Return only the bare result; no explanations.<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Swahili (swa)
text:  number<|im_end|>
<|im_start|>assistant
kuna<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Afrikaans (afr)
text:  contents<|im_end|>
<|im_start|>assistant
inhoud<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Southern Sotho (sot)
text:  team<|im_end|>
<|im_start|>assistant
sehlopha se<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Nyankore/Nyankole (nyn)
text: She was murdered mysteriously.<|im_end|>
<|im_start|>assistant
Akaitwa omu muringo ogutakwetegyerezibwa.<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Xhosa (xho)
text:  games<|im_end|>
<|im_start|>assistant
kwimidlalo<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Xhosa (xho)
text:  That<|im_end|>
<|im_start|>assistant
<think>

</think>

",Oko,Oko,"[{'role': 'system', 'content': 'You are a multilingual AI assistant that translates text from source language to target language. You are accurate, context-aware, and maintain proper grammar and natural fluency.\nNow, please Now, translate the following text. Return only the bare result; no explanations.'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Swahili (swa)\ntext:  number'}, {'role': 'assistant', 'content': 'kuna'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Afrikaans (afr)\ntext:  contents'}, {'role': 'assistant', 'content': 'inhoud'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Southern Sotho (sot)\ntext:  team'}, {'role': 'assistant', 'content': 'sehlopha se'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Nyankore/Nyankole (nyn)\ntext: She was murdered mysteriously.'}, {'role': 'assistant', 'content': 'Akaitwa omu muringo ogutakwetegyerezibwa.'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Xhosa (xho)\ntext:  games'}, {'role': 'assistant', 'content': 'kwimidlalo'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Xhosa (xho)\ntext:  That'}]"
634,eng-twi,mt_eng2xx,"Kumasi, the capital of Ashanti region has for the past two days witnessed serious flood disasters destroying properties worth millions of Ghana cedis.","<|im_start|>system
You are a multilingual AI assistant that translates text from source language to target language. You are accurate, context-aware, and maintain proper grammar and natural fluency.
Now, please Now, translate the following text. Return only the bare result; no explanations.<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Swahili (swa)
text:  number<|im_end|>
<|im_start|>assistant
kuna<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Afrikaans (afr)
text:  contents<|im_end|>
<|im_start|>assistant
inhoud<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Southern Sotho (sot)
text:  team<|im_end|>
<|im_start|>assistant
sehlopha se<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Nyankore/Nyankole (nyn)
text: She was murdered mysteriously.<|im_end|>
<|im_start|>assistant
Akaitwa omu muringo ogutakwetegyerezibwa.<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Xhosa (xho)
text:  games<|im_end|>
<|im_start|>assistant
kwimidlalo<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Twi (twi)
text: Kumasi, the capital of Ashanti region has for the past two days witnessed serious flood disasters destroying properties worth millions of Ghana cedis.<|im_end|>
<|im_start|>assistant
<think>

</think>

","Kumasi, Ashanti mantam nohene nohene nohene nohene nohene nohene nohene nohene nohene nohene nohene nohene nohene nohene","Kumasi, Ashanti mantam nohene nohene nohene nohene nohene nohene nohene nohene nohene nohene nohene nohene nohene nohene","[{'role': 'system', 'content': 'You are a multilingual AI assistant that translates text from source language to target language. You are accurate, context-aware, and maintain proper grammar and natural fluency.\nNow, please Now, translate the following text. Return only the bare result; no explanations.'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Swahili (swa)\ntext:  number'}, {'role': 'assistant', 'content': 'kuna'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Afrikaans (afr)\ntext:  contents'}, {'role': 'assistant', 'content': 'inhoud'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Southern Sotho (sot)\ntext:  team'}, {'role': 'assistant', 'content': 'sehlopha se'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Nyankore/Nyankole (nyn)\ntext: She was murdered mysteriously.'}, {'role': 'assistant', 'content': 'Akaitwa omu muringo ogutakwetegyerezibwa.'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Xhosa (xho)\ntext:  games'}, {'role': 'assistant', 'content': 'kwimidlalo'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Twi (twi)\ntext: Kumasi, the capital of Ashanti region has for the past two days witnessed serious flood disasters destroying properties worth millions of Ghana cedis.'}]"
635,eng-pcm,mt_eng2xx,What methods did Jesus and his disciples use to preach ?,"<|im_start|>system
You are a multilingual AI assistant that translates text from source language to target language. You are accurate, context-aware, and maintain proper grammar and natural fluency.
Now, please Now, translate the following text. Return only the bare result; no explanations.<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Swahili (swa)
text:  number<|im_end|>
<|im_start|>assistant
kuna<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Afrikaans (afr)
text:  contents<|im_end|>
<|im_start|>assistant
inhoud<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Southern Sotho (sot)
text:  team<|im_end|>
<|im_start|>assistant
sehlopha se<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Nyankore/Nyankole (nyn)
text: She was murdered mysteriously.<|im_end|>
<|im_start|>assistant
Akaitwa omu muringo ogutakwetegyerezibwa.<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Xhosa (xho)
text:  games<|im_end|>
<|im_start|>assistant
kwimidlalo<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Nigerian Pidgin (pcm)
text: What methods did Jesus and his disciples use to preach ?<|im_end|>
<|im_start|>assistant
<think>

</think>

",Wetin be di method wey Jesus and im disciples take preach?,Wetin be di method wey Jesus and im disciples take preach?,"[{'role': 'system', 'content': 'You are a multilingual AI assistant that translates text from source language to target language. You are accurate, context-aware, and maintain proper grammar and natural fluency.\nNow, please Now, translate the following text. Return only the bare result; no explanations.'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Swahili (swa)\ntext:  number'}, {'role': 'assistant', 'content': 'kuna'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Afrikaans (afr)\ntext:  contents'}, {'role': 'assistant', 'content': 'inhoud'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Southern Sotho (sot)\ntext:  team'}, {'role': 'assistant', 'content': 'sehlopha se'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Nyankore/Nyankole (nyn)\ntext: She was murdered mysteriously.'}, {'role': 'assistant', 'content': 'Akaitwa omu muringo ogutakwetegyerezibwa.'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Xhosa (xho)\ntext:  games'}, {'role': 'assistant', 'content': 'kwimidlalo'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Nigerian Pidgin (pcm)\ntext: What methods did Jesus and his disciples use to preach ?'}]"
636,eng-teo,mt_eng2xx,Many children fail to complete school because of inadequate funds.,"<|im_start|>system
You are a multilingual AI assistant that translates text from source language to target language. You are accurate, context-aware, and maintain proper grammar and natural fluency.
Now, please Now, translate the following text. Return only the bare result; no explanations.<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Swahili (swa)
text:  number<|im_end|>
<|im_start|>assistant
kuna<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Afrikaans (afr)
text:  contents<|im_end|>
<|im_start|>assistant
inhoud<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Southern Sotho (sot)
text:  team<|im_end|>
<|im_start|>assistant
sehlopha se<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Nyankore/Nyankole (nyn)
text: She was murdered mysteriously.<|im_end|>
<|im_start|>assistant
Akaitwa omu muringo ogutakwetegyerezibwa.<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Xhosa (xho)
text:  games<|im_end|>
<|im_start|>assistant
kwimidlalo<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Teso (teo)
text: Many children fail to complete school because of inadequate funds.<|im_end|>
<|im_start|>assistant
<think>

</think>

",Idwe luipu emamete keda ikapun lu iswamaete isomeroi.,Idwe luipu emamete keda ikapun lu iswamaete isomeroi.,"[{'role': 'system', 'content': 'You are a multilingual AI assistant that translates text from source language to target language. You are accurate, context-aware, and maintain proper grammar and natural fluency.\nNow, please Now, translate the following text. Return only the bare result; no explanations.'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Swahili (swa)\ntext:  number'}, {'role': 'assistant', 'content': 'kuna'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Afrikaans (afr)\ntext:  contents'}, {'role': 'assistant', 'content': 'inhoud'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Southern Sotho (sot)\ntext:  team'}, {'role': 'assistant', 'content': 'sehlopha se'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Nyankore/Nyankole (nyn)\ntext: She was murdered mysteriously.'}, {'role': 'assistant', 'content': 'Akaitwa omu muringo ogutakwetegyerezibwa.'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Xhosa (xho)\ntext:  games'}, {'role': 'assistant', 'content': 'kwimidlalo'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Teso (teo)\ntext: Many children fail to complete school because of inadequate funds.'}]"
637,eng-tsn,mt_eng2xx,"With his skills clearly outweighing his disability, Ramolotja has found a way to communicate with his clients.","<|im_start|>system
You are a multilingual AI assistant that translates text from source language to target language. You are accurate, context-aware, and maintain proper grammar and natural fluency.
Now, please Now, translate the following text. Return only the bare result; no explanations.<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Swahili (swa)
text:  number<|im_end|>
<|im_start|>assistant
kuna<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Afrikaans (afr)
text:  contents<|im_end|>
<|im_start|>assistant
inhoud<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Southern Sotho (sot)
text:  team<|im_end|>
<|im_start|>assistant
sehlopha se<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Nyankore/Nyankole (nyn)
text: She was murdered mysteriously.<|im_end|>
<|im_start|>assistant
Akaitwa omu muringo ogutakwetegyerezibwa.<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Xhosa (xho)
text:  games<|im_end|>
<|im_start|>assistant
kwimidlalo<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Tswana (tsn)
text: With his skills clearly outweighing his disability, Ramolotja has found a way to communicate with his clients.<|im_end|>
<|im_start|>assistant
<think>

</think>

","Ka bokgoni jwa gagwe bo feta bogole jwa gagwe, Ramolotja o bone tsela ya go buisana le bareki ba gagwe.","Ka bokgoni jwa gagwe bo feta bogole jwa gagwe, Ramolotja o bone tsela ya go buisana le bareki ba gagwe.","[{'role': 'system', 'content': 'You are a multilingual AI assistant that translates text from source language to target language. You are accurate, context-aware, and maintain proper grammar and natural fluency.\nNow, please Now, translate the following text. Return only the bare result; no explanations.'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Swahili (swa)\ntext:  number'}, {'role': 'assistant', 'content': 'kuna'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Afrikaans (afr)\ntext:  contents'}, {'role': 'assistant', 'content': 'inhoud'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Southern Sotho (sot)\ntext:  team'}, {'role': 'assistant', 'content': 'sehlopha se'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Nyankore/Nyankole (nyn)\ntext: She was murdered mysteriously.'}, {'role': 'assistant', 'content': 'Akaitwa omu muringo ogutakwetegyerezibwa.'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Xhosa (xho)\ntext:  games'}, {'role': 'assistant', 'content': 'kwimidlalo'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Tswana (tsn)\ntext: With his skills clearly outweighing his disability, Ramolotja has found a way to communicate with his clients.'}]"
638,eng-run,mt_eng2xx, In,"<|im_start|>system
You are a multilingual AI assistant that translates text from source language to target language. You are accurate, context-aware, and maintain proper grammar and natural fluency.
Now, please Now, translate the following text. Return only the bare result; no explanations.<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Swahili (swa)
text:  number<|im_end|>
<|im_start|>assistant
kuna<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Afrikaans (afr)
text:  contents<|im_end|>
<|im_start|>assistant
inhoud<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Southern Sotho (sot)
text:  team<|im_end|>
<|im_start|>assistant
sehlopha se<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Nyankore/Nyankole (nyn)
text: She was murdered mysteriously.<|im_end|>
<|im_start|>assistant
Akaitwa omu muringo ogutakwetegyerezibwa.<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Xhosa (xho)
text:  games<|im_end|>
<|im_start|>assistant
kwimidlalo<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Rundi (run)
text:  In<|im_end|>
<|im_start|>assistant
<think>

</think>

",Mu,Mu,"[{'role': 'system', 'content': 'You are a multilingual AI assistant that translates text from source language to target language. You are accurate, context-aware, and maintain proper grammar and natural fluency.\nNow, please Now, translate the following text. Return only the bare result; no explanations.'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Swahili (swa)\ntext:  number'}, {'role': 'assistant', 'content': 'kuna'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Afrikaans (afr)\ntext:  contents'}, {'role': 'assistant', 'content': 'inhoud'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Southern Sotho (sot)\ntext:  team'}, {'role': 'assistant', 'content': 'sehlopha se'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Nyankore/Nyankole (nyn)\ntext: She was murdered mysteriously.'}, {'role': 'assistant', 'content': 'Akaitwa omu muringo ogutakwetegyerezibwa.'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Xhosa (xho)\ntext:  games'}, {'role': 'assistant', 'content': 'kwimidlalo'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Rundi (run)\ntext:  In'}]"
639,eng-tsn,mt_eng2xx,I am a father of three.,"<|im_start|>system
You are a multilingual AI assistant that translates text from source language to target language. You are accurate, context-aware, and maintain proper grammar and natural fluency.
Now, please Now, translate the following text. Return only the bare result; no explanations.<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Swahili (swa)
text:  number<|im_end|>
<|im_start|>assistant
kuna<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Afrikaans (afr)
text:  contents<|im_end|>
<|im_start|>assistant
inhoud<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Southern Sotho (sot)
text:  team<|im_end|>
<|im_start|>assistant
sehlopha se<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Nyankore/Nyankole (nyn)
text: She was murdered mysteriously.<|im_end|>
<|im_start|>assistant
Akaitwa omu muringo ogutakwetegyerezibwa.<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Xhosa (xho)
text:  games<|im_end|>
<|im_start|>assistant
kwimidlalo<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Tswana (tsn)
text: I am a father of three.<|im_end|>
<|im_start|>assistant
<think>

</think>

",Ke rre wa bana ba le bararo.,Ke rre wa bana ba le bararo.,"[{'role': 'system', 'content': 'You are a multilingual AI assistant that translates text from source language to target language. You are accurate, context-aware, and maintain proper grammar and natural fluency.\nNow, please Now, translate the following text. Return only the bare result; no explanations.'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Swahili (swa)\ntext:  number'}, {'role': 'assistant', 'content': 'kuna'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Afrikaans (afr)\ntext:  contents'}, {'role': 'assistant', 'content': 'inhoud'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Southern Sotho (sot)\ntext:  team'}, {'role': 'assistant', 'content': 'sehlopha se'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Nyankore/Nyankole (nyn)\ntext: She was murdered mysteriously.'}, {'role': 'assistant', 'content': 'Akaitwa omu muringo ogutakwetegyerezibwa.'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Xhosa (xho)\ntext:  games'}, {'role': 'assistant', 'content': 'kwimidlalo'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Tswana (tsn)\ntext: I am a father of three.'}]"
640,eng-swa,mt_eng2xx, On,"<|im_start|>system
You are a multilingual AI assistant that translates text from source language to target language. You are accurate, context-aware, and maintain proper grammar and natural fluency.
Now, please Now, translate the following text. Return only the bare result; no explanations.<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Swahili (swa)
text:  number<|im_end|>
<|im_start|>assistant
kuna<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Afrikaans (afr)
text:  contents<|im_end|>
<|im_start|>assistant
inhoud<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Southern Sotho (sot)
text:  team<|im_end|>
<|im_start|>assistant
sehlopha se<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Nyankore/Nyankole (nyn)
text: She was murdered mysteriously.<|im_end|>
<|im_start|>assistant
Akaitwa omu muringo ogutakwetegyerezibwa.<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Xhosa (xho)
text:  games<|im_end|>
<|im_start|>assistant
kwimidlalo<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Swahili (swa)
text:  On<|im_end|>
<|im_start|>assistant
<think>

</think>

",Kwenye,Kwenye,"[{'role': 'system', 'content': 'You are a multilingual AI assistant that translates text from source language to target language. You are accurate, context-aware, and maintain proper grammar and natural fluency.\nNow, please Now, translate the following text. Return only the bare result; no explanations.'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Swahili (swa)\ntext:  number'}, {'role': 'assistant', 'content': 'kuna'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Afrikaans (afr)\ntext:  contents'}, {'role': 'assistant', 'content': 'inhoud'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Southern Sotho (sot)\ntext:  team'}, {'role': 'assistant', 'content': 'sehlopha se'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Nyankore/Nyankole (nyn)\ntext: She was murdered mysteriously.'}, {'role': 'assistant', 'content': 'Akaitwa omu muringo ogutakwetegyerezibwa.'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Xhosa (xho)\ntext:  games'}, {'role': 'assistant', 'content': 'kwimidlalo'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Swahili (swa)\ntext:  On'}]"
641,eng-pcm,mt_eng2xx,How can we be sure that the Bible has power to continue changing our life ?,"<|im_start|>system
You are a multilingual AI assistant that translates text from source language to target language. You are accurate, context-aware, and maintain proper grammar and natural fluency.
Now, please Now, translate the following text. Return only the bare result; no explanations.<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Swahili (swa)
text:  number<|im_end|>
<|im_start|>assistant
kuna<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Afrikaans (afr)
text:  contents<|im_end|>
<|im_start|>assistant
inhoud<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Southern Sotho (sot)
text:  team<|im_end|>
<|im_start|>assistant
sehlopha se<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Nyankore/Nyankole (nyn)
text: She was murdered mysteriously.<|im_end|>
<|im_start|>assistant
Akaitwa omu muringo ogutakwetegyerezibwa.<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Xhosa (xho)
text:  games<|im_end|>
<|im_start|>assistant
kwimidlalo<|im_end|>
<|im_start|>user
source language: English (eng)
target language: Nigerian Pidgin (pcm)
text: How can we be sure that the Bible has power to continue changing our life ?<|im_end|>
<|im_start|>assistant
<think>

</think>

",How we fit sure sey Bible get power to kontinu dey change our life?,How we fit sure sey Bible get power to kontinu dey change our life?,"[{'role': 'system', 'content': 'You are a multilingual AI assistant that translates text from source language to target language. You are accurate, context-aware, and maintain proper grammar and natural fluency.\nNow, please Now, translate the following text. Return only the bare result; no explanations.'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Swahili (swa)\ntext:  number'}, {'role': 'assistant', 'content': 'kuna'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Afrikaans (afr)\ntext:  contents'}, {'role': 'assistant', 'content': 'inhoud'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Southern Sotho (sot)\ntext:  team'}, {'role': 'assistant', 'content': 'sehlopha se'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Nyankore/Nyankole (nyn)\ntext: She was murdered mysteriously.'}, {'role': 'assistant', 'content': 'Akaitwa omu muringo ogutakwetegyerezibwa.'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Xhosa (xho)\ntext:  games'}, {'role': 'assistant', 'content': 'kwimidlalo'}, {'role': 'user', 'content': 'source language: English (eng)\ntarget language: Nigerian Pidgin (pcm)\ntext: How can we be sure that the Bible has power to continue changing our life ?'}]"
